timestamp_ms,shunt_voltage_mV,bus_voltage_V,current_mA,power_mW,workload_state,status
9234,0.327500,5.090000,32.750,166.250,0,OK
9254,0.325000,5.088750,32.500,166.250,0,OK
9274,0.325000,5.090000,32.500,166.250,0,OK
9294,0.327500,5.091250,32.750,166.250,0,OK
9314,0.330000,5.091250,33.000,167.500,0,OK
9334,0.325000,5.088750,32.500,166.250,0,OK
9354,0.327500,5.090000,32.250,163.750,0,OK
9374,0.327500,5.090000,32.500,166.250,0,OK
9394,0.327500,5.091250,32.750,166.250,0,OK
9414,0.327500,5.085000,32.750,166.250,0,OK
9434,0.325000,5.091250,32.500,166.250,0,OK
9454,0.330000,5.090000,33.000,167.500,0,OK
9474,0.327500,5.090000,32.750,166.250,0,OK
9494,0.325000,5.090000,32.500,166.250,0,OK
9514,0.337500,5.090000,32.750,166.250,0,OK
9534,0.330000,5.091250,32.500,166.250,0,OK
9554,0.327500,5.088750,33.000,167.500,0,OK
9574,0.327500,5.090000,32.750,166.250,0,OK
9594,0.327500,5.087500,32.750,166.250,0,OK
9614,0.325000,5.091250,32.500,166.250,0,OK
9634,0.325000,5.091250,32.500,166.250,0,OK
9654,0.325000,5.091250,32.500,166.250,0,OK
9674,0.325000,5.090000,32.500,166.250,0,OK
9694,0.327500,5.090000,32.500,166.250,0,OK
9714,0.327500,5.088750,32.750,166.250,0,OK
9734,0.327500,5.090000,32.750,166.250,0,OK
9754,0.327500,5.090000,32.750,166.250,0,OK
9774,0.327500,5.088750,32.750,166.250,0,OK
9794,0.330000,5.090000,33.000,167.500,0,OK
9814,0.327500,5.090000,32.750,166.250,0,OK
9834,0.325000,5.090000,32.500,166.250,0,OK
9854,0.330000,5.090000,33.000,167.500,0,OK
9874,0.327500,5.091250,32.750,166.250,0,OK
9894,0.327500,5.091250,32.750,166.250,0,OK
9914,0.327500,5.091250,32.750,166.250,0,OK
9934,0.327500,5.085000,32.750,166.250,0,OK
9954,0.327500,5.088750,32.750,166.250,0,OK
9974,0.330000,5.091250,33.000,167.500,0,OK
9994,0.327500,5.090000,32.750,166.250,0,OK
10014,0.427500,5.073750,42.750,217.500,1,OK
10034,0.437500,5.073750,43.000,218.750,1,OK
10054,0.432500,5.073750,43.000,218.750,1,OK
10074,0.432500,5.073750,43.500,218.750,1,OK
10094,0.430000,5.075000,43.000,217.500,1,OK
10114,0.432500,5.072500,43.250,218.750,1,OK
10134,0.435000,5.073750,43.500,221.250,1,OK
10154,0.435000,5.073750,43.500,221.250,1,OK
10174,0.430000,5.073750,43.000,218.750,1,OK
10194,0.432500,5.073750,43.250,218.750,1,OK
